17/11/2020 22:35:20,"['NKE', 'SUM', 'UA', 'ODFL', 'SITE', 'HUD', 'FBK', 'MTX', 'FXY', 'SSD', 'ARKW', 'FFTY', 'XNTK', 'FTAC', 'GIGE', 'PEAK', 'AMHC']"
18/11/2020 19:17:10,"['BCC', 'LL', 'LN', 'VCR', 'IBD', 'FDIS', 'DWCR', 'GAMR', 'TCBIL', 'VNLA', 'XWEB', 'FTAC', 'PSM', 'AMHC', 'NOVSU', 'LOAK', 'AFGD']"
19/11/2020 20:40:16,"['CRM', 'SQ', 'TTWO', 'PENN', 'SGMS', 'CMG', 'FXF', 'PSJ', 'DWCR', 'ENTR', 'SPPP', 'BSTZ', 'FTAC', 'PSM', 'VMD', 'MMX']"
